name,desc,tags,price,cicle,spec,new_spec,pay_type,desc_process,lof_label,labels
健康码识别,【健康码识别-健康码文字识别-健康结果输出】传入健康码照片，识别照片上的更新时间，健康码颜色，核酸检测间隔时长，核酸检测时间，疫苗接种情况，疫苗接种时间等。,OCR，健康码识别，健康码文字识别,0.06,1年,6.00元/100次,0.06,0.0,健康 识别 健康 文字 识别 健康 输出 传入 健康 照片 识别 照片 上 更新 时间 健康 颜色 核酸 检测 间隔 时 长 核酸 检测时间 疫苗 接种 情况 疫苗 接种 时间,1,3
银行卡归属地查询-银行卡（卡Bin）归属地-银行卡归属地--银行卡开户行归属地-银行卡归属地,【银行卡归属地查询-银行卡卡bin查询-银行卡开户行查询银行卡归属地解析】通过银行卡号查询该银行卡详细信息，包括卡名称、银行卡卡种、卡品牌、银行卡发卡行、编号以及归属地等信息，支持1000多种银行卡查询，同时可校验银行卡真伪。—— 我们只做精品！,,0.006667,1年,1.00元/150次,0.006667,0.0,银行卡 归属 查询 银行卡 卡 bin 查询 银行卡 开户行 查询 银行卡 归属 解析 银行卡 号 查询 银行卡 详细信息 卡 银行卡 卡种 卡 品牌 银行卡 发卡行 编号 归属 信息 支持  银行卡 查询 校验 银行卡 真伪 只 做 精品,1,3
银行卡四要素-银行卡四元素-银行卡实名认证-银行卡核验 【天眼数聚】,验证开卡人银行卡卡号、身份证号码、姓名、手机号是否一致。可点击店铺名称查看全部接口。,,0.2,1年,2.00元/10次,0.2,0.0,验证 开卡人 银行卡 卡号 身份证 号码 姓名 手机号 是否 一致 点击 店铺 查看 全部 接口,1,3
手机三要素实名认证,【手机三要素实名认证运营商手机三要素】输入姓名、身份证号码、手机号码，验证此三项是否匹配，返回验证结果。（温馨提示：运营商三要素质量差异较大，可多找样板测试比较。聚美仅提供优质纯实时运营商通道，准确率99.9%以上，无需复核，如需低价非实时通道可另行选购）—— 我们只做精品！,,0.333333,1年,2.00元/6次,0.333333,0.0,手机 三要素 实名 认证 运营商 手机 三要素 输入 姓名 身份证 号码 手机号码 验证 三项 是否 匹配 返回 验证 温馨 提示 运营商 三要素 质量 差异 较大 可多 找 样板 测试 比较 聚美仅 优质 纯 实时 运营商 通道 准确率  以上 无需 复核 如需 低价 非 实时 通道 另行 选购 只 做 精品,1,3
定制网上管家婆网店ERP版本,整合了进销存、网店订单处理、仓储物流和财务等应用，无论是单网店 、多平台多网店还是线上线下业务一体化，网上管家婆网店ERP系列均可帮助客户实现运营效率的大幅提升。,,0.0,7天,1网店1用户,1网店1用户,2.0,整合 进销存 网店 订单 处理 仓储 物流 财务 应用 无论是 单 网店 平台 网店 线 上线 下 业务 一体化 网上 管家婆 网店 ERP 系列 均 帮助 客户 实现 运营 效率 大幅 提升,1,0
圈量SCRM,圈量是前微信产品团队成员基于企业微信开发的营销SCRM，低成本快速搭建私域流量，提供工具整合获客营销。,CRM,3000.0,1年,基础版（5账号）,基础版（5账号）,2.0,圈量 前 微信 产品 团队 成员 基于 微信 开发 营销 SCRM 低成本 快速 搭建 私域 流量 工具 整合 获客 营销,1,2
精线索,精线索通过对全网企业数据挖掘、分析和重构，建立了亿级企业信息数据库。基于ToB销售在获客、育客、留客的各个场景，实现智能精细化线索获取、自动化客户跟进和分类客户管理。帮助销售拓展客户资源、快速触达关键人员、提升成单效率，从而降低ToB企业获客成本，提升销售业绩。,大数据，获客，客户管理，智能筛选，企业数据,650.0,1年,10工号5W条/月,10工号5W条/月,2.0,精 线索 全网 数据挖掘 分析 重构 建立 亿级 信息 数据库 基于 ToB 销售 获 客育客 留客 场景 实现 智能 精细化 线索 获取 自动化 客户 跟进 分类 客户 管理 帮助 销售 拓展 客户资源 快速 触达 关键 人员 提升 成 单 效率 降低 ToB 获客 成本 提升 销售 业绩,1,0
Windows 11 专业版 64位中文版 win11 V21H2【2023年更新】,Windows 11 已于2021年10月5日正式发布。本镜像为最新正式版Windows11【专业版】64位中文版纯净系统，系统版本号21H2，截止2023年1月14日已安装所有更新补丁。镜像完美兼容腾讯云CVM，相比Windows10速度更快更加流畅。,,0.0,-1,-1,-1,,Windows 已于  年  月  日 正式 发布 镜像 最新 正式版 Windows 专业版  位 中文版 纯净 系统 系统 版本号 H 截止  年  月  日 已 安装 所有 更新 补丁 镜像 完美 兼容 腾讯 云 CVM 相比 Windows 速度 更 流畅,1,3
【万维易源】-全国新闻查询接口-热门头条-新闻API,多频道，本接口仅限于内部数据分析统计，不得用于终端展示。版权问题需要您联系新闻发布者获取。为保证数据的及时性，每5-10分钟刷新一次【已获“国家二级等保”，安全更有保障】,,0.0009,1年,"9.00元/10,000次",0.0009,0.0,频道 接口 仅限于 内部 数据分析 统计 不得 用于 终端 展示 版权 问题 需要 联系 新闻 发布者 获取 保证数据 及时性  分钟 刷新 一次 已获 国家 二级 保 安全 更 保障,1,3
微盛·企业小程序,形象宣传  移动名片 全行适用,企业官网,3000.0,1年,b9-高级版,b9-高级版,2.0,形象 宣传 移动 名片 全行 适用,1,3
获客星球企业品牌数字化新官网,"生意再小，数字官网必不可少，颠覆传统建站，重新定义企业官网，具备官宣（官方宣传）、物料（数字内容）、链接（数字渠道）、数据（数据私有）等四大基础数字化能力，以满足“业务在线、用户在线、成员在线，数据归集”的数字化综合运营需求的新型官方网站。
",手机网站，企业网站，营销网站，微信网站，小程序官网,100.0,1年,专业版（标准对接版）,专业版（标准对接版）,2.0,生意 再 小 数字 官网 必不可少 颠覆 传统 建 站 重新 定义 官网 具备 官宣 官方 宣传 物料 数字 链接 数字 渠道 数据 数据 私有 四大 基础 数字化 能力 满足 业务 在线 用户 在线 成员 在线 数据 归集 数字化 综合 运营 需求 新型 官方网站,1,3
在网状态查询-三网运营商手机在网状态查询-手机号码在网状态查询-停机查询,在网状态查询-三网运营商手机在网状态查询-手机号码在网状态查询-停机查询输入手机号，通过运营商官方权威实时查询该手机号在网状态，支持三大运营商。多用于精准营销、风控审核等场景。,,0.066667,1年,1.00元/15次,0.066667,0.0,网 状态 查询 三网 运营商 手机 网 状态 查询 手机号码 网 状态 查询 停机 查询 输入 手机号 运营商 官方 权威 实时 查询 手机号 网 状态 支持 三大 运营商 用于 精准 营销 风控 审核 场景,1,0
法大大电子合同SaaS服务（企业版）,法大大是国内领先的电子合同与电子签名云服务商，为企业、政府机构及个人提供实名认证、证书签发、文件签署及校验、合同管理、印章管理、证据保全、公证出证、线上纠纷处置、法律咨询及律师服务，实现合同全生命周期的线上闭环。,,2998.0,1年,1000份,1000份,2.0,法 大大 国内 领先 电子 合同 电子签名 云 服务商 政府 机构 个人 实名 认证 证书 签发 文件 签署 校验 合同 管理 印章 管理 证据 保全 公证 出证 线上 纠纷 处置 法律咨询 律师 服务 实现 合同 全 生命周期 线上 闭环,1,3
【万维易源】-ISBN图书信息查询-ISBN图书查询-ISBN图书查询API接口,通过国际图书号查询图书相关信息，目前只支持查询978开头的图书号和部分上世纪8/90年代的10位isbn编码图书。可查询到的基本信息包含：书名、作者、出版社、价格、出版日期、印次、装帧方式，畅销热度等【已获“国家二级等保”，安全更有保障】,,0.018,1年,"18.00元/1,000次",0.018,0.0,国际 图书 号 查询 图书 相关 信息 目前 只 支持 查询  开头 图书 号 部分 上 世纪  年代  位 isbn 编码 图书 查询 基本 信息 包含 书名 作者 出版社 价格 出版日期 印次 装帧 方式 畅销 热度 已 获 国家 二级 保 安全 更 保障,1,3
小程序商城,拼团小程序，秒杀小程序，砍价小程序，新零售小程序，超市小程序，生鲜小程序，微商小程序，微信小程序，百度小程序，支付小程序，电商小程序，各行业小程序一站式开发！,电商，零售，门店，小程序商城，小程序,469.2857143,7天,标准版,标准版,2.0,拼团 小程序 秒杀 小程序 砍价 小程序 零售 小程序 超市 小程序 生鲜 小程序 微商 小程序 微信 小程序 百度 小程序 支付 小程序 电商 小程序 行业 小程序 一站式 开发,1,0
【高端定制】企业网站建设企业官网电商网站定制开发一条龙,高端人工服务个性化定制建站，专业企业网站 / 营销网站 / 手机网站 / 微信网站 / H5网站 / 电商网站五合一条龙全包服务，为企业打造全渠道营销链路。请您先与我们客服联系，我们将为您量身打造至佳定制建站方案：Tel：189-8854-8058 或微信：feimakeji 。,社区论坛，信息门户，企业展示，电商系统，其他网站定制,1800.0,1次,标准定制套餐  l  包网站内容填充和广告设计,标准定制套餐  l  包网站内容填充和广告设计,1.0,高端 人工 服务 个性化 定制 建 站 专业 网站 营销 网站 手机 网站 微信 网站 H 网站 电商 网站 五合 一条龙 全包 服务 打造 全 渠道 营销 链路 请 先 客服 联系 量身 打造 至佳 定制 建 站 方案 Tel 微信 feimakeji,1,0
云游码—智慧旅游服务平台,"云游码泛文旅游客服务平台，以围绕“地域文化”为特色，实现“资源有机整合、服务全域配套、治理全域覆盖、产业融合发展”为核心，对全域旅游省市县级、文旅集团等，提供的Saas平台解决方案，以微信小程序为核心，赋能泛文旅产业，致力于构建数字化旅游生态系统。
注：素材运营服务为按次收费",,5000.0,1年,标准版,标准版,2.0,云游 码泛 文 旅游 客 服务平台 围绕 地域 文化 特色 实现 资源 有机 整合 服务 全域 配套 治理 全域 覆盖 产业 融合 发展 核心 全域 旅游 省市 县级 文旅 集团 Saas 平台 解决方案 以微信 小程序 核心 赋能泛 文旅 产业 致力于 构建 数字化 旅游 生态系统 注 素材 运营 服务 按次 收费,1,3
手机号三要素实名认证-运营商三要素实名认证-手机三要素实名认证-手机实名认证,手机三要素实名认证-运营商三要素实名认证-三要素实名认证-三网手机实名认证-运营商实名认证-运营商三要素实名认证-手机号实名认证-手机实名认证-三要素实名认证-三要素实名认证-实名认证-手机三要素实名认证【传入手机号、姓名、身份证号来校验此三项是否一致，此接口支持携号转网】,实名认证，手机认证，手机三要素，手机实名认证，手机号实名认证,0.333333,1年,1.00元/3次,0.333333,0.0,手机 三要素 实名 认证 运营商 三要素 实名 认证 三要素 实名 认证 三网 手机 实名 认证 运营商 实名 认证 运营商 三要素 实名 认证 手机号 实名 认证 手机 实名 认证 三要素 实名 认证 三要素 实名 认证 实名 认证 手机 三要素 实名 认证 传入 手机号 姓名 身份证号 校验 三项 是否 一致 接口 支持 携号 转网,1,0
有赞 · Allvalue  快速创建跨境独立站,有赞allvalue，帮你快速创建跨境独立站，直连全球消费者。无论是国内品牌出海、优势供应链企业、跨境精品卖家、营销专家，还是新手卖家，Allvalue都能满足你~,跨境，有赞，海外购，出海，allvalue,94608.0,15天,专业版,专业版,2.0,有赞 allvalue 帮 快速 创建 跨境 独立 站 直连 全球 消费者 无论是 国内 品牌 出海 优势 供应链 跨境 精品 卖家 营销 专家 新手 卖家 Allvalue 都 满足,1,3
