name,desc,tags,price,cicle,spec,new_spec,pay_type
有赞 · Allvalue  快速创建跨境独立站,有赞allvalue，帮你快速创建跨境独立站，直连全球消费者。无论是国内品牌出海、优势供应链企业、跨境精品卖家、营销专家，还是新手卖家，Allvalue都能满足你~,跨境，有赞，海外购，出海，allvalue,94608,15天,专业版,专业版,2
银行卡三要素-银行卡三要素实名认证-银行卡实名认证-银行卡三要素实名-银行卡三要素认证-银行卡实名核,银行卡实名认证、银行卡三要素实名认证、银行卡三要素鉴权、银行卡三要素核验、银行卡三要素实名、银行卡三要素认证，银行卡实名认证，实名认证。直连银联，官方权威核验。【传入姓名、身份证号、银行卡号，验证开卡人银行卡号、姓名、身份证号是否一致。】,银行卡认证，银行卡实名认证，银行卡三要素实名，银行卡实名，三要素实名,0.2,1年,1.00元/5次,0.2,0
名冠天下企业微信CRM客户管理系统,随时随地实现【找客·筛客·管客】，名冠天下CRM是一款围绕“线索-客户-商机-合同-回款”赋能企业销售全流程的移动智能销售管理应用，帮助企业快速定位客户，智能化挖掘商机，提升销售业绩，同时提高客户满意度，从而实现可持续的业务增长，团队协作，随时随地移动办公！,CRM，企业微信，客户管理，名冠天下,980,1年,10账号,10账号,2
【数字云店】企业数字化转型及新零售必备神器,"未来鸟数字云店，助力企业品牌加速数字化转型升级，全链路私域运营是未来零售企业生存的必然趋势和发展的必经之路，企业自主经营全渠道云店，实现线上线下一体化经营，构建私域销售闭环，助力企业缩短变现路径，公域多场景引流获客能力，持续沉淀私域留存！


",企业官网，小程序商城，新零售商城，数字云店，数字门店,100,1年,数字官网标准版（对接服务版）,数字官网标准版（对接服务版）,2
壹佳店·餐饮小程序,壹佳店小程序，无需代码，一键生成小程序。50+技术团队，个性化需求支持定制开发。核心功能：一桌一码、在线点餐、排队取号、当面付、DIY装修、拼团、砍价、秒杀、满减满赠营销引流，专业的餐饮外卖行业解决方案。,,680,1年,旗舰版,旗舰版,2
分销商城文旅拼团砍价秒杀电商购物直播抽奖小程序,微购儿绿色通道：购买正式版，支持免费进行微信认证，节省300元/年。 核心功能：微信手机客服、单商户销售、多商户入驻、商家手机管理后台、DIY首页装修设计、三级分销、拼团秒杀砍价、百度小程序、抖音头条小程序、支付宝小程序、微信小程序、微购儿小程序，无需代码 一键生成 瞬间拥有！,,0,7天,基础版,基础版,2
极客小程序全面的微信小程序及各行业电商小程序解决方案,为腾讯云商户提供全面的小程序解决方案、超2000多个模块总有一项适合你！,电商，零售，O2O,1,1年,标准版,标准版,2
顺丰快递管家,顺丰快递管家是顺丰集团旗下，为企业提供快递服务及物流解决方案的市场领导者。助力企业推动管理方式的创新变革，物流服务更省心，管理更简单。顺丰快递管家拥有丰富的物流场景，覆盖企业物流、企业员工物流等多个场景。,快递,2388,1个月,1年,1年,2
【云鉴】银行卡图像识别—银行卡OCR识别-银行卡图片识别-银行卡信息识别,传入银行卡照片，识别照片文字信息并返回，包括银行卡号、卡类型、银行名称等信息。支持各类图片格式。,银行卡OCR,0.02,1年,2.00元/100次,0.02,0
微购儿AI雷达智能名片小程序浏览足迹通知IM即时聊天拼团秒杀分销,微购儿智能名片小程序-营销商城、企业官网展示、IM一对一即时聊天、AI销售模板话术、浏览模板足迹通知、微购儿小程序 无需代码 一键生成 瞬间拥有！,,3980,1年,2年,2年,2
云自助模板建站（新购特惠：买二年送一年，买三年送二年）,【下单自动开通，后台登录：云市场—已购产品与服务—管理—免登地址】帮助中心：http://help.yunhaiweb.com/，模板库：http://www.yunhaiweb.com/template,手机网站，企业网站，微信网站，H5网站,588,1年,旗舰版,旗舰版,2
银行卡实名认证-银行卡实名认证接口-银行卡实名认证API-银行卡实名认证查询-银行卡二三四要素验证,"银行卡实名认证-银行卡实名认证接口-银行卡实名认证API-银行卡实名认证查询-银行卡二三四要素验证，支持""姓名+银行卡号""、""姓名+身份证号+银行卡号""、""姓名+身份证号+手机号+银行卡号"" 三种组合，通过银联渠道实时校验该验证信息是否一致，支持所有带银联标识的银行卡。",,0.2,1年,1.00元/5次,0.2,0
腾讯万应工场-通用,万应工场是领先的低代码应用交付平台，通过可视化的应用设计器，可拖拽式设计应用的界面、逻辑和数据，为客户实现精准定制、快速交付海量数字化应用。具有超强的兼容能力，支持一键发布微信公众号、企业微信、小程序、H5、APP、Web等多形态应用，能够满足政企客户的多样化、个性化场景需求。,工具软件,96000,1个月,服务-定制化人力,服务-定制化人力,2
行驶证识别-行驶证OCR识别-行驶证图片文字识别,【识别行驶证图片上的文字信息，返回包括所有人、品牌型号、住址、车牌号、发动机号码、车辆识别代号、注册日期、发证日期等信息，基于业界领先的深度学习技术，准确率可达99%以上】行驶证图片文字识别-行驶证OCR识别-行驶证正副页识别,图像识别，证件识别，文字识别，行驶证识别,0.05,1年,1.00元/20次,0.05,0
运营商三要素实名认证--手机三网实名认证-手机三要素实名认证-三网实名认证-三要素实名认证,手机三要素实名认证-运营商三要素实名认证-三要素实名认证-三网手机实名认证-运营商实名认证-运营商三要素实名认证-手机号实名认证-手机实名认证-手机号实名认证【传入手机号、姓名、身份证号来校验此三项是否一致，此接口支持携号转网。运营商直连数据，服务稳定，数据可靠】,手机实名，携号转网查询，手机实名认证，手机三要素实名认证，运营商三要素实名认证,0.333333,1年,1.00元/3次,0.333333,0
手机三要素-运营商三要素-实名认证-手机号核验-支持三网【天眼数聚】,输入姓名、身份证号码、手机号码，验证三要素信息是否一致，返回验证结果。直连官方数据源，实时校验结果，金牌品质保证。点击店铺可查看全部商品。,,0.3,1年,3.00元/10次,0.3,0
手机二要素实名认证-运营商二要素实名认证-三网手机二要素实名核验-运营商手机二要素实名,【三网合一运营商手机号实名认证手机二要素手机二元素校验】传入姓名、手机号码，校验此两项是否一致。直连三大运营商权威核验。（温馨提示：运营商通道质量差异较大，可多找样本测试比较。聚美仅提供优质纯实时运营商通道，验证准确无误，无需复核，需要低价非实时通道可另行选择）——我们只做精品！,,0.4,1年,2.00元/5次,0.4,0
【高端·定制】企业网站建设企业官网电商网站定制开发一条龙全包,本服务为高端人工定制建站服务，专业企业网站 / 营销网站 / 手机网站 / 微信网站 / H5网站 / 电商网站一条龙全包，为企业打造全渠道链路，请您先与我们客服联系，我们将为您量身打造属于您公司的定制建站方案：Tel：189-8854-8058 或微信：feimakeji。,社区论坛，信息门户，企业展示，电商系统，其他网站定制,699,1次,专业版-企业官网定制设计 送SEO,专业版-企业官网定制设计 送SEO,1
微购儿社区团购新零售电商分销拼团小程序,购儿绿色通道：购买正式版，支持免费进行微信认证，节省300元/年。 核心功能：购物直播、网红直播购物、供应商入驻、团长手机管理后台、DIY魔方装修设计、级分销拼团秒杀、优惠券、满减优惠、积分商城、付费会员卡、主题活动。群接龙活动、微购儿小程序，无需代码 一键生成 瞬间拥有！,,0,7天,社区团购旗舰版,社区团购旗舰版,2
【AI智能名片】AI雷达智能企业名片,智慧获客/智能名片/私域流量,农业，母婴，教育，摄影，汽车,36500,1天,智能名片5人创业版（微信对接版）,智能名片5人创业版（微信对接版）,2
【Abeeshop全渠道自营电商】 100%商业开源电商网站应用,"AbeeShop全开源无加密自主可控商城系统,依托新零售社交营销新场景,全渠道全终端将会员分销系统与社交电商系统创新性深度集成,公域流量转为私域流量,帮助企业打造商业闭环,一次购买私有化部署，永久可随着运营场景定制开发各种功能，打造100%贴合品牌和企业发展的私域电商系统！",电商，零售，小程序商城，定制商城，开源商城,5214.285714,7天,全网端自营电商平台商业授权开源（服务版）,全网端自营电商平台商业授权开源（服务版）,2
